ED,Name,JoinId,Full_Name,Name1910,AltName,Left_Low,Left_High,Right_Low,Right_High,ObjectID,source
1040,DEWEY,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
1041,21 ST W,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
1042,29  W,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
1043,BEACH 44,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
1044,BEACH 51,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
1045,36  W,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
1046,28  W,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
1047,17  W,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
1048,17  W,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
1049,BATH AVE,G00003199,BATH AVE,NULL,NULL,2649,2665,2650,2666,1605,Morse geo
1049,BATH AVE,G00009596,BATH AVE,NULL,NULL,2625,2647,2624,2648,4704,Morse geo
1049,BATH AVE,G00012902,BATH AVE,NULL,NULL,2549,2571,2550,2572,6362,Morse geo
1049,BATH AVE,G00014439,BATH AVE,NULL,NULL,2601,2623,2602,2622,7144,Morse geo
1049,BATH AVE,G00014496,BATH AVE,NULL,NULL,2525,2547,2526,2548,7176,Morse geo
1049,BATH AVE,G00014504,BATH AVE,NULL,NULL,2501,2523,2502,2522,7182,Morse geo
1050,82,G00006326,82,NULL,NULL,2401,2421,2402,NA,3151,Morse geo
1050,82,G00013571,82,NULL,NULL,2301,2383,2302,2384,6703,Morse geo
1051,86,G00015881,86,NULL,NULL,NA,NA,NA,NA,7857,Morse geo
1051,86,G00026968,86,NULL,NULL,NA,NA,NA,NA,13233,Morse geo
1051,86,G00031310,86,NULL,NULL,NA,NA,NA,NA,15332,Morse geo
1052,86,G00016078,86,NULL,NULL,NA,NA,NA,NA,7957,Morse geo
1052,86,G00026355,86,NULL,NULL,NA,NA,NA,NA,12944,Morse geo
1052,86,G00031355,86,NULL,NULL,NA,NA,NA,NA,15353,Morse geo
1053,86,G00003976,86,NULL,NULL,NA,NA,NA,NA,1993,Morse geo
1053,86,G00007080,86,NULL,NULL,NA,NA,NA,NA,3518,Morse geo
1053,86,G00028161,86,NULL,NULL,NA,NA,NA,NA,13793,Morse geo
1054,86,G00006850,86,NULL,NULL,NA,NA,NA,NA,3417,Morse geo
1054,86,G00013235,86,NULL,NULL,NA,NA,NA,NA,6538,Morse geo
1054,86,G00014292,86,NULL,NULL,NA,NA,NA,NA,7076,Morse geo
1055,86,G00010382,86,NULL,NULL,NA,NA,NA,NA,5109,Morse geo
1055,86,G00012288,86,NULL,NULL,NA,NA,NA,NA,6040,Morse geo
1055,86,G00025259,86,NULL,NULL,NA,NA,NA,NA,12405,Morse geo
1056,BAY 17,G00006196,BAY 17,NULL,NULL,89,103,88,100,3098,Morse geo
1056,BAY 17,G00010354,BAY 17,NULL,NULL,1,75,2,74,5098,Morse geo
1056,BAY 17,G00011415,BAY 17,NULL,NULL,NA,NA,NA,NA,5628,Morse geo
1056,BAY 17,G00027798,BAY 17,NULL,NULL,105,169,106,162,13619,Morse geo
1056,BAY 17,G00028644,BAY 17,NULL,NULL,171,209,168,214,14033,Morse geo
1057,72,G00006865,72,NULL,NULL,NA,NA,NA,NA,3427,Morse geo
1057,72,G00020378,72,NULL,NULL,NA,NA,NA,NA,10057,Morse geo
1057,72,G00022658,72,NULL,NULL,1901,NA,1902,NA,11165,Morse geo
1057,72,G00030049,72,NULL,NULL,2001,NA,2002,NA,14719,Morse geo
1058,59,G00004092,59,NULL,NULL,NA,NA,NA,NA,2043,Morse geo
1058,59,G00008004,59,NULL,NULL,1701,1777,1702,1778,3935,Morse geo
1058,59,G00009252,59,NULL,NULL,NA,NA,2020,2058,4542,Morse geo
1058,59,G00015259,59,NULL,NULL,NA,NA,NA,NA,7557,Morse geo
1058,59,G00020398,59,NULL,NULL,1801,1879,1802,1880,10068,Morse geo
1059,61,G00007793,61,NULL,NULL,1401,1475,NA,NA,3844,Morse geo
1059,61,G00021965,61,NULL,NULL,NA,NA,1502,1580,10841,Morse geo
1059,61,G00026193,61,NULL,NULL,1601,1681,1602,1682,12868,Morse geo
1060,52,G00001816,52,NULL,NULL,1601,1693,1602,1692,925,Morse geo
1060,52,G00009607,52,NULL,NULL,1801,1871,1802,1876,4712,Morse geo
1060,52,G00010624,52,NULL,NULL,NA,NA,NA,NA,5228,Morse geo
1060,52,G00012984,52,NULL,NULL,1701,1755,1702,1760,6404,Morse geo
1060,52,G00016867,52,NULL,NULL,2001,2021,2002,2050,8338,Morse geo
1060,52,G00025409,52,NULL,NULL,1901,1969,1902,1984,12487,Morse geo
1061,46,G00009294,46,NULL,NULL,1611,1673,1612,1674,4559,Morse geo
1061,46,G00028409,46,NULL,NULL,1701,1777,1700,1776,13909,Morse geo
1062,52,G00014865,52,NULL,NULL,1301,1379,1302,1380,7360,Morse geo
1062,52,G00020867,52,NULL,NULL,1501,1583,1502,1584,10291,Morse geo
1062,52,G00025967,52,NULL,NULL,1401,1479,1402,1478,12759,Morse geo
1063,43,G00028447,43,NULL,NULL,1401,1481,1400,1480,13928,Morse geo
1063,43,G00032294,43,NULL,NULL,1303,1359,1302,1358,15810,Morse geo
1063,43,G00029849,43,NULL,NULL,1513,1551,1514,1564,14615,Morse geo
1064,39,G00004516,39,NULL,NULL,NA,NA,NA,NA,2256,Morse geo
1064,39,G00031451,39,NULL,NULL,1401,1479,1400,1478,15403,Morse geo
1065,40,G00025325,40,NULL,NULL,1301,1387,1300,1386,12441,Morse geo
1065,40,G00026921,40,NULL,NULL,1201,1283,1200,1266,13214,Morse geo
1066,42,G00003561,42,NULL,NULL,1215,1279,1216,1274,1787,Morse geo
1066,42,G00026994,42,NULL,NULL,1119,1179,1116,1178,13244,Morse geo
1067,49,G00001957,49,NULL,NULL,1063,1071,1062,1072,994,Morse geo
1067,49,G00025362,49,NULL,NULL,1113,1161,1114,1160,12461,Morse geo
1068,61,G00005369,61,NULL,NULL,1101,1179,NA,NA,2683,Morse geo
1068,61,G00007792,61,NULL,NULL,1011,1071,NA,NA,3843,Morse geo
1068,61,G00030315,61,NULL,NULL,NA,NA,NA,NA,14843,Morse geo
1069,62,G00005475,62,NULL,NULL,NA,NA,NA,NA,2739,Morse geo
1069,62,G00015028,62,NULL,NULL,1201,1281,1202,1282,7440,Morse geo
1069,62,G00026462,62,NULL,NULL,NA,NA,1314,1370,12990,Morse geo
1070,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
1071,72,G00009034,72,NULL,NULL,901,971,902,976,4434,Morse geo
1071,72,G00021548,72,NULL,NULL,1101,1183,1102,1182,10641,Morse geo
1071,72,G00027319,72,NULL,NULL,1001,1083,1002,1076,13397,Morse geo
1072,76,G00022984,76,NULL,NULL,1201,1275,1202,1272,11307,Morse geo
1072,76,G00030996,76,NULL,NULL,1301,1369,NA,NA,15178,Morse geo
1073,BAY 16,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
1074,78,G00005939,78,NULL,NULL,1601,1659,1602,1668,2964,Morse geo
1074,78,G00007874,78,NULL,NULL,1401,1471,1402,1472,3882,Morse geo
1074,78,G00022918,78,NULL,NULL,1501,1573,1502,1572,11278,Morse geo
1075,BAY 13,G00000509,BAY 13,NULL,NULL,1,81,2,84,254,Morse geo
1075,BAY 13,G00007849,BAY 13,NULL,NULL,173,227,182,240,3869,Morse geo
1075,BAY 13,G00016562,BAY 13,NULL,NULL,95,155,86,158,8200,Morse geo
1076,BAY 11,G00016712,BAY 11,NULL,NULL,1,69,NA,NA,8269,Morse geo
1076,BAY 11,G00020084,BAY 11,NULL,NULL,183,243,182,244,9911,Morse geo
1076,BAY 11,G00023525,BAY 11,NULL,NULL,85,157,86,154,11559,Morse geo
1077,BAY 7,G00030663,BAY 7,NULL,NULL,181,251,182,240,15005,Morse geo
1077,BAY 7,G00010802,BAY 7,NULL,NULL,85,163,86,164,16654,Morse geo
1077,BAY 7,G00026000,BAY 7,NULL,NULL,NA,NA,NA,NA,16663,Morse geo
1078,7 AVE,G00027149,7 AVE,NULL,NULL,NA,NA,NA,NA,13313,Morse geo
1078,7 AVE,G00027149,7 AVE,NULL,NULL,NA,NA,NA,NA,16647,Morse geo
1078,7 AVE,G00027149,7 AVE,NULL,NULL,NA,NA,NA,NA,16648,Morse geo
1078,7 AVE,G00027149,7 AVE,NULL,NULL,NA,NA,NA,NA,16674,Morse geo
1078,7 AVE,G00027149,7 AVE,NULL,NULL,NA,NA,NA,NA,16682,Morse geo
1078,7 AVE,G00027149,7 AVE,NULL,NULL,NA,NA,NA,NA,16702,Morse geo
1078,7 AVE,G00028605,7 AVE,NULL,NULL,NA,NA,NA,NA,16705,Morse geo
1078,7 AVE,G00028605,7 AVE,NULL,NULL,NA,NA,NA,NA,16756,Morse geo
1078,7 AVE,G00000161,7 AVE,NULL,NULL,NA,NA,NA,NA,16759,Morse geo
1078,7 AVE,G00000161,7 AVE,NULL,NULL,NA,NA,NA,NA,16769,Morse geo
1078,7 AVE,G00000161,7 AVE,NULL,NULL,NA,NA,NA,NA,16786,Morse geo
1078,7 AVE,G00000161,7 AVE,NULL,NULL,NA,NA,NA,NA,16790,Morse geo
1078,7 AVE,G00011152,7 AVE,NULL,NULL,NA,NA,NA,NA,16800,Morse geo
1078,7 AVE,G00008231,7 AVE,NULL,NULL,NA,NA,NA,NA,16808,Morse geo
1080,7 AVE,G00027149,7 AVE,NULL,NULL,NA,NA,NA,NA,13313,Morse geo
1080,7 AVE,G00027149,7 AVE,NULL,NULL,NA,NA,NA,NA,16647,Morse geo
1080,7 AVE,G00027149,7 AVE,NULL,NULL,NA,NA,NA,NA,16648,Morse geo
1080,7 AVE,G00027149,7 AVE,NULL,NULL,NA,NA,NA,NA,16674,Morse geo
1080,7 AVE,G00027149,7 AVE,NULL,NULL,NA,NA,NA,NA,16682,Morse geo
1080,7 AVE,G00027149,7 AVE,NULL,NULL,NA,NA,NA,NA,16702,Morse geo
1080,7 AVE,G00028605,7 AVE,NULL,NULL,NA,NA,NA,NA,16705,Morse geo
1080,7 AVE,G00028605,7 AVE,NULL,NULL,NA,NA,NA,NA,16756,Morse geo
1080,7 AVE,G00000161,7 AVE,NULL,NULL,NA,NA,NA,NA,16759,Morse geo
1080,7 AVE,G00000161,7 AVE,NULL,NULL,NA,NA,NA,NA,16769,Morse geo
1080,7 AVE,G00000161,7 AVE,NULL,NULL,NA,NA,NA,NA,16786,Morse geo
1080,7 AVE,G00000161,7 AVE,NULL,NULL,NA,NA,NA,NA,16790,Morse geo
1080,7 AVE,G00011152,7 AVE,NULL,NULL,NA,NA,NA,NA,16800,Morse geo
1080,7 AVE,G00008231,7 AVE,NULL,NULL,NA,NA,NA,NA,16808,Morse geo
1081,90,G00023910,90,NULL,NULL,369,387,370,388,11742,Morse geo
1081,90,G00029277,90,NULL,NULL,NA,NA,202,278,14328,Morse geo
1081,90,G00003134,90,NULL,NULL,401,441,402,442,1569,Morse geo
1082,MARINE AVE,G00001722,MARINE AVE,NULL,NULL,33,NA,NA,NA,881,Morse geo
1082,MARINE AVE,G00012589,MARINE AVE,NULL,NULL,NA,NA,52,NA,6200,Morse geo
1082,MARINE AVE,G00017018,MARINE AVE,NULL,NULL,56,NA,NA,NA,8408,Morse geo
1082,MARINE AVE,G00020691,MARINE AVE,NULL,NULL,1,NA,2,NA,10210,Morse geo
1082,MARINE AVE,G00025658,MARINE AVE,NULL,NULL,23,NA,NA,NA,12615,Morse geo
1082,MARINE AVE,G00026533,MARINE AVE,NULL,NULL,NA,NA,76,NA,13027,Morse geo
1082,MARINE AVE,G00004855,MARINE AVE,NULL,NULL,89,NA,98,NA,2435,Morse geo
1083,87,G00001782,87,NULL,NULL,NA,NA,NA,NA,911,Morse geo
1083,87,G00009378,87,NULL,NULL,31,99,32,100,4605,Morse geo
1083,87,G00012575,87,NULL,NULL,101,179,102,180,6192,Morse geo
1084,86,G00009796,86,NULL,NULL,301,383,302,380,4818,Morse geo
1084,86,G00026980,86,NULL,NULL,201,283,202,282,13238,Morse geo
1085,7 AVE,G00003365,7 AVE,NULL,NULL,8101,8125,8102,8126,1688,Morse geo
1085,7 AVE,G00014044,7 AVE,NULL,NULL,7901,7925,NA,NA,6956,Morse geo
1085,7 AVE,G00015934,7 AVE,NULL,NULL,8001,8025,NA,NA,7885,Morse geo
1085,7 AVE,G00016045,7 AVE,NULL,NULL,8201,8225,8202,8224,7937,Morse geo
1085,7 AVE,G00029385,7 AVE,NULL,NULL,8301,8327,8302,8320,14382,Morse geo
1085,7 AVE,G00030677,7 AVE,NULL,NULL,8401,8425,8402,8420,15014,Morse geo
1085,7 AVE,G00015890,7 AVE,NULL,NULL,8501,8521,8502,8520,16821,Morse geo
1086,77,G00023079,77,NULL,NULL,511,575,510,574,11355,Morse geo
1086,77,G00028697,77,NULL,NULL,417,473,418,474,14057,Morse geo
1086,77,G00023611,77,NULL,NULL,601,679,602,680,17707,Morse geo
1086,77,G00023611,77,NULL,NULL,NA,NA,NA,NA,17705,Morse geo
1087,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
1088,58,G00023278,58,NULL,NULL,NA,NA,902,976,11444,Morse geo
1089,51,G00009789,51,NULL,NULL,1001,1015,1002,1016,4813,Morse geo
1089,51,G00023384,51,NULL,NULL,901,969,902,972,11496,Morse geo
1090,FORT HAMILTON PKWY,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
1091,BAY 16,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
1092,PROSPECT PARK W,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
1093,9 AVE,G00009812,9 AVE,NULL,NULL,5401,5423,5402,5424,4828,Morse geo
1093,9 AVE,G00010543,9 AVE,NULL,NULL,5201,5223,5202,5222,5189,Morse geo
1093,9 AVE,G00017774,9 AVE,NULL,NULL,5301,5323,5302,5324,8785,Morse geo
1093,9 AVE,G00018451,9 AVE,NULL,NULL,5501,5523,5502,5524,9124,Morse geo
1094,9 AVE,G00011181,9 AVE,NULL,NULL,5801,5823,5802,5824,5513,Morse geo
1094,9 AVE,G00023992,9 AVE,NULL,NULL,5701,5723,5702,5724,11783,Morse geo
1094,9 AVE,G00026666,9 AVE,NULL,NULL,5601,5623,5602,5624,13097,Morse geo
1094,9 AVE,G00031016,9 AVE,NULL,NULL,5901,5923,5902,5924,15187,Morse geo
1095,7 AVE,G00027697,7 AVE,NULL,NULL,6001,6013,6002,6024,13567,Morse geo
1095,7 AVE,G00016331,7 AVE,NULL,NULL,NA,NA,NA,NA,17718,Morse geo
1095,7 AVE,G00004462,7 AVE,NULL,NULL,6102,6124,NA,NA,17719,Morse geo
1095,7 AVE,G00016331,7 AVE,NULL,NULL,NA,NA,NA,NA,17741,Morse geo
1096,6 AVE,G00027227,6 AVE,NULL,NULL,6401,6409,NA,NA,13347,Morse geo
1096,6 AVE,G00014164,6 AVE,NULL,NULL,6301,6323,6302,6324,17721,Morse geo
1096,6 AVE,G00020720,6 AVE,NULL,NULL,6601,6609,6602,6610,17916,Morse geo
1096,6 AVE,G00026414,6 AVE,NULL,NULL,NA,NA,6502,6508,17918,Morse geo
1096,6 AVE,G00018700,6 AVE,NULL,NULL,NA,NA,NA,NA,17722,Morse geo
1097,7 AVE,G00012732,7 AVE,NULL,NULL,6701,6723,6702,6724,6266,Morse geo
1097,7 AVE,G00013263,7 AVE,NULL,NULL,7001,7021,NA,NA,6554,Morse geo
1097,7 AVE,G00027598,7 AVE,NULL,NULL,7101,7121,NA,NA,13518,Morse geo
1097,7 AVE,G00029445,7 AVE,NULL,NULL,NA,NA,7202,7220,14406,Morse geo
1097,7 AVE,G00026527,7 AVE,NULL,NULL,6901,6925,NA,NA,17985,Morse geo
1097,7 AVE,G00001625,7 AVE,NULL,NULL,NA,NA,NA,NA,17986,Morse geo
1097,7 AVE,G00001625,7 AVE,NULL,NULL,6801,6825,NA,NA,17988,Morse geo
1098,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
1099,79,G00007136,79,NULL,NULL,117,NA,118,NA,3543,Morse geo
1099,79,G00018421,79,NULL,NULL,47,115,48,116,9109,Morse geo
1099,79,G00027009,79,NULL,NULL,1,43,2,44,13252,Morse geo
1100,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
1101,64,G00030747,64,NULL,NULL,301,375,302,376,16908,Morse geo
1101,64,G00016459,64,NULL,NULL,201,279,202,280,16913,Morse geo
1101,64,G00013076,64,NULL,NULL,NA,NA,NA,NA,6449,Morse geo
1102,BERGEN PL,G00014536,BERGEN PL,NULL,NULL,1,19,NA,NA,7196,Morse geo
1404,LAWRENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
1405,39  E,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
1406,ARGYLE RD,G00011094,ARGYLE RD,NULL,NULL,701,793,702,794,5466,Morse geo
1407,19  E,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
1408,74,G00005989,74,NULL,NULL,NA,NA,1702,1776,2989,Morse geo
1408,74,G00008486,74,NULL,NULL,NA,NA,1632,1680,4165,Morse geo
1409,48,G00014144,48,NULL,NULL,1501,1575,1500,1576,7000,Morse geo
1409,48,G00022704,48,NULL,NULL,1319,1369,1318,1364,11186,Morse geo
1409,48,G00032845,48,NULL,NULL,1401,1479,1402,1480,16056,Morse geo
1410,47,G00000269,47,NULL,NULL,1215,1267,1214,1268,133,Morse geo
1410,47,G00001444,47,NULL,NULL,NA,NA,1148,1164,738,Morse geo
1411,54,G00003079,54,NULL,NULL,1101,1181,1102,1182,1548,Morse geo
1411,54,G00005777,54,NULL,NULL,1001,1071,1002,1072,2881,Morse geo
1411,54,G00032167,54,NULL,NULL,1213,1253,1214,1258,15747,Morse geo
1412,74,G00000918,74,NULL,NULL,1501,1579,1502,1580,472,Morse geo
1412,74,G00010987,74,NULL,NULL,NA,NA,1602,1608,5413,Morse geo
1412,74,G00013647,74,NULL,NULL,1401,1475,1402,1476,6741,Morse geo
1413,79,G00026900,79,NULL,NULL,203,275,202,268,13203,Morse geo
1413,79,G00029134,79,NULL,NULL,317,371,302,326,14252,Morse geo
1,HICKS,G00009585,HICKS,NULL,NULL,NA,NA,28,46,4700,Morse geo
1,HICKS,G00030524,HICKS,NULL,NULL,7,27,8,26,14946,Morse geo
1,HICKS,G00003482,HICKS,NULL,NULL,5,1,6,2,17091,Morse geo
2,MIDDAGH,G00029646,MIDDAGH,NULL,NULL,81,95,84,96,14519,Morse geo
2,MIDDAGH,G00006147,MIDDAGH,NULL,NULL,37,79,38,82,3076,Morse geo
2,MIDDAGH,G00008623,MIDDAGH,NULL,NULL,21,35,24,36,16231,Morse geo
2,MIDDAGH,G00008623,MIDDAGH,NULL,NULL,1,2,19,22,16232,Morse geo
3,ORANGE,G00002113,ORANGE,NULL,NULL,21,39,22,40,1067,Morse geo
3,ORANGE,G00008745,ORANGE,NULL,NULL,41,79,42,80,4297,Morse geo
3,ORANGE,G00023564,ORANGE,NULL,NULL,1,19,2,20,11574,Morse geo
3,ORANGE,NULL,NULL,ORANGE,NULL,81,101,82,102,17001,Morse geo
4,HICKS,G00000107,HICKS,NULL,NULL,123,175,124,NA,53,Morse geo
4,HICKS,G00028206,HICKS,NULL,NULL,177,185,174,184,13816,Morse geo
4,HICKS,G00024592,HICKS,NULL,NULL,101,121,104,122,12087,Morse geo
5,PINEAPPLE,G00024984,PINEAPPLE,NULL,NULL,41,79,42,80,12270,Morse geo
6,PIERREPONT PL,G00007378,PIERREPONT PL,NULL,NULL,1,15,2,24,3660,Morse geo
7,PIERREPONT,G00002733,PIERREPONT,NULL,NULL,85,105,86,106,1362,Morse geo
7,PIERREPONT,G00019309,PIERREPONT,NULL,NULL,107,129,108,130,9521,Morse geo
7,PIERREPONT,G00029488,PIERREPONT,NULL,NULL,33,83,38,84,14429,Morse geo
12,PIERREPONT,G00024196,PIERREPONT,NULL,NULL,131,171,132,170,17110,Morse geo
15,NEW DOCK,G00005710,NEW DOCK,NULL,NULL,NA,NA,NA,NA,2848,Morse geo
16,WASHINGTON,G00000761,WASHINGTON,NULL,NULL,91,115,82,108,393,Morse geo
16,WASHINGTON,G00001584,CADMAN PLZ E,WASHINGTON,NULL,117,135,110,138,17995,Morse geo
18,PHILLIPS ALY,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
19,PROSPECT,G00027578,PROSPECT,NULL,NULL,93,137,98,140,13513,Morse geo
21,SCHERMERHORN,G00002164,SCHERMERHORN,NULL,NULL,135,193,132,190,1094,Morse geo
21,SCHERMERHORN,G00024187,SCHERMERHORN,NULL,NULL,99,133,98,130,11873,Morse geo
22,HOYT,G00007041,HOYT,NULL,NULL,33,51,32,50,3504,Morse geo
22,HOYT,G00008729,HOYT,NULL,NULL,1,31,2,30,4286,Morse geo
33,SANDS,G00028677,SAND,SANDS,NULL,NA,NA,NA,NA,17152,Morse geo
33,SANDS,G00028677,SAND,SANDS,NULL,51,69,52,72,17990,Morse geo
33,SANDS,G00028677,SAND,SANDS,NULL,25,49,28,50,17992,Morse geo
33,SANDS,G00028677,SAND,SANDS,NULL,1,23,2,26,17993,Morse geo
35,TILLARY,G00004572,TILLARY,NULL,NULL,1,23,2,24,17018,Morse geo
35,TILLARY,G00021914,TILLARY,NULL,NULL,NA,NA,NA,NA,17019,Morse geo
35,TILLARY,G00013475,TILLARY,NULL,NULL,55,67,52,66,6652,Morse geo
35,TILLARY,G00021914,TILLARY,NULL,NULL,25,49,26,50,17017,Morse geo
38,PEARL,NULL,NULL,PEARL,NULL,239,281,238,282,17012,Morse geo
38,PEARL,NULL,NULL,PEARL,NULL,283,311,284,312,17013,Morse geo
38,PEARL,NULL,NULL,PEARL,NULL,227,237,228,236,17029,Morse geo
39,WASHINGTON,NULL,NULL,WASHINGTON,NULL,305,337,292,320,17106,Morse geo
41,PLYMOUTH,G00025093,PLYMOUTH,NULL,NULL,299,327,312,336,12321,Morse geo
41,PLYMOUTH,G00031708,PLYMOUTH,NULL,NULL,263,297,272,310,15519,Morse geo
41,PLYMOUTH,G00021290,PLYMOUTH,NULL,NULL,215,261,224,270,10500,Morse geo
42,WATER,G00007322,WATER,NULL,NULL,235,277,228,276,3633,Morse geo
42,WATER,G00027673,WATER,NULL,NULL,279,319,278,320,13556,Morse geo
44,YORK,G00026745,YORK,NULL,NULL,211,225,222,236,16964,Morse geo
44,YORK,G00026745,YORK,NULL,NULL,197,209,206,220,16965,Morse geo
44,YORK,G00005794,NAVY,YORK,NULL,227,243,238,248,16974,Morse geo
46,NAVY,G00021488,NAVY,NULL,NULL,NA,NA,17,26,10609,Morse geo
46,NAVY,G00014735,NAVY,NULL,NULL,NA,NA,29,34,16951,Morse geo
46,NAVY,G00014735,NAVY,NULL,NULL,NA,NA,27,28,16990,Morse geo
47,SANDS,G00000778,SAND,SANDS,NULL,169,189,164,180,16958,Morse geo
47,SANDS,G00000778,SAND,SANDS,NULL,149,157,140,162,16982,Morse geo
48,NAVY,G00027863,NAVY,NULL,NULL,NA,NA,46,57,13651,Morse geo
49,PRINCE,G00025029,PRINCE,NULL,NULL,1,55,2,56,12295,Morse geo
52,HARRISON,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
57,WARREN,G00031781,WARREN,NULL,NULL,143,179,172,208,15558,Morse geo
58,PACIFIC,G00019140,PACIFIC,NULL,NULL,163,191,162,190,9445,Morse geo
59,VAN BRUNT,NULL,NULL,VAN BRUNT,NULL,43,63,48,68,16312,Morse geo
59,VAN BRUNT,NULL,NULL,VAN BRUNT,NULL,23,41,26,46,16315,Morse geo
59,VAN BRUNT,NULL,NULL,VAN BRUNT,NULL,1,21,2,24,16318,Morse geo
83,EUBEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
102,QUINCY,G00006774,QUINCY,NULL,NULL,1,45,2,44,3372,Morse geo
104,TAAFFEE PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
109,QUINCY,G00012476,QUINCY,NULL,NULL,47,105,46,110,6139,Morse geo
113,PUTNAM AVE,G00007255,PUTNAM AVE,NULL,NULL,105,147,94,130,3601,Morse geo
113,PUTNAM AVE,G00022219,PUTNAM AVE,NULL,NULL,79,103,68,92,10950,Morse geo
114,VOORHIES LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
115,HAMILTON AVE,G00030827,HAMILTON AVE,NULL,NULL,521,545,512,590,18084,Morse geo
134,41,G00023144,41,NULL,NULL,101,177,100,176,11386,Morse geo
134,41,G00029087,41,NULL,NULL,201,275,200,274,17319,Morse geo
137,44,G00012170,44,NULL,NULL,NA,NA,502,580,5980,Morse geo
137,44,G00020944,44,NULL,NULL,NA,NA,602,684,10329,Morse geo
138,7 AVE,G00003212,7 AVE,NULL,NULL,4301,4235,NA,NA,1612,Morse geo
138,7 AVE,G00007603,7 AVE,NULL,NULL,3901,3921,3902,3922,3752,Morse geo
138,7 AVE,G00009174,7 AVE,NULL,NULL,4002,4020,4001,4021,4502,Morse geo
138,7 AVE,G00017581,7 AVE,NULL,NULL,4201,4223,NA,NA,8685,Morse geo
138,7 AVE,G00020614,7 AVE,NULL,NULL,4101,4123,NA,NA,10170,Morse geo
138,7 AVE,NULL,NULL,7 AVE,NULL,NA,NA,NA,NA,17369,Morse geo
138,7 AVE,NULL,NULL,7 AVE,NULL,NA,NA,NA,NA,17371,Morse geo
141,EA RIVER,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
142,EA RIVER,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
146,PROSPECT PARK W,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
150,EA RIVER,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
161,EA RIVER,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
174,MARKS AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
191,UNION,G00008222,UNION,NULL,NULL,919,941,872,924,4038,Morse geo
191,UNION,G00018181,UNION,NULL,NULL,857,917,812,870,8983,Morse geo
192,UNDERHILL AVE,G00000342,UNDERHILL AVE,NULL,NULL,NA,NA,NA,NA,175,Morse geo
192,UNDERHILL AVE,G00002227,UNDERHILL AVE,NULL,NULL,NA,NA,NA,NA,1123,Morse geo
192,UNDERHILL AVE,G00011734,UNDERHILL AVE,NULL,NULL,NA,NA,NA,NA,5780,Morse geo
192,UNDERHILL AVE,G00026277,UNDERHILL AVE,NULL,NULL,153,177,146,166,12901,Morse geo
192,UNDERHILL AVE,G00026427,UNDERHILL AVE,NULL,NULL,179,211,NA,NA,12974,Morse geo
195,WASHINGTON AVE,G00002141,WASHINGTON AVE,NULL,NULL,NA,NA,NA,NA,1081,Morse geo
195,WASHINGTON AVE,G00004690,WASHINGTON AVE,NULL,NULL,NA,NA,NA,NA,2348,Morse geo
195,WASHINGTON AVE,G00011684,WASHINGTON AVE,NULL,NULL,NA,NA,NA,NA,5754,Morse geo
195,WASHINGTON AVE,G00011744,WASHINGTON AVE,NULL,NULL,NA,NA,NA,NA,5785,Morse geo
195,WASHINGTON AVE,G00017456,WASHINGTON AVE,NULL,NULL,NA,NA,NA,NA,8628,Morse geo
195,WASHINGTON AVE,G00031275,WASHINGTON AVE,NULL,NULL,NA,NA,NA,NA,15318,Morse geo
195,WASHINGTON AVE,G00019157,WASHINGTON AVE,NULL,NULL,NA,NA,NA,NA,18161,Morse geo
195,WASHINGTON AVE,G00019157,WASHINGTON AVE,NULL,NULL,NA,NA,NA,NA,18163,Morse geo
205,WYCKOFF,G00009805,WYCKOFF,NULL,NULL,251,295,260,306,4822,Morse geo
