ED,Name,JoinId,Full_Name,Name1910,AltName,Left_Low,Left_High,Right_Low,Right_High,ObjectID,source
467,MYRTLE AVE,G00027861,MYRTLE AVE,NULL,NULL,358,377,362,380,13650,Morse geo
467,MYRTLE AVE,NULL,NULL,MYRTLE AVE,NULL,321,337,320,338,17191,Morse geo
468,DE KALB AVE,G00013975,DE KALB AVE,NULL,NULL,169,187,168,186,6919,Morse geo
468,DE KALB AVE,G00019769,DE KALB AVE,NULL,NULL,231,249,230,248,9750,Morse geo
468,DE KALB AVE,G00025617,DE KALB AVE,NULL,NULL,189,209,188,206,12590,Morse geo
468,DE KALB AVE,G00028186,DE KALB AVE,NULL,NULL,211,229,208,228,13808,Morse geo
469,DE KALB AVE,G00025617,DE KALB AVE,NULL,NULL,189,209,188,206,12590,Morse geo
469,DE KALB AVE,G00028186,DE KALB AVE,NULL,NULL,211,229,208,228,13808,Morse geo
470,GREENE AVE,G00013901,GREENE AVE,NULL,NULL,1,19,NA,NA,6885,Morse geo
471,HANSON PL,G00022798,HANSON PL,NULL,NULL,NA,NA,NA,NA,11232,Morse geo
471,HANSON PL,G00032254,HANSON PL,NULL,NULL,83,105,82,100,15793,Morse geo
472,GREENE AVE,G00004369,GREENE AVE,NULL,NULL,41,59,32,52,2184,Morse geo
472,GREENE AVE,G00013654,GREENE AVE,NULL,NULL,21,39,14,30,6746,Morse geo
472,GREENE AVE,G00013901,GREENE AVE,NULL,NULL,1,19,NA,NA,6885,Morse geo
473,GREENE AVE,G00020067,GREENE AVE,NULL,NULL,61,79,54,72,9902,Morse geo
474,GREENE AVE,G00004165,GREENE AVE,NULL,NULL,NA,NA,114,132,2080,Morse geo
474,GREENE AVE,G00008348,GREENE AVE,NULL,NULL,101,119,94,112,4095,Morse geo
474,GREENE AVE,G00009773,GREENE AVE,NULL,NULL,141,163,134,160,4802,Morse geo
474,GREENE AVE,G00014603,GREENE AVE,NULL,NULL,NA,NA,74,92,7240,Morse geo
475,GATES AVE,G00004149,GATES AVE,NULL,NULL,63,87,52,76,2073,Morse geo
476,SPENCER,G00024673,SPENCER,NULL,NULL,73,115,74,120,12130,Morse geo
476,SPENCER,G00025350,SPENCER,NULL,NULL,1,55,2,56,12455,Morse geo
477,SPENCER,G00025350,SPENCER,NULL,NULL,1,55,2,56,12455,Morse geo
478,WALWORTH,G00000002,WALWORTH,NULL,NULL,73,119,80,124,2,Morse geo
480,NORAND AVE,G00012052,NORAND AVE,NULL,NULL,39,55,42,66,16108,Morse geo
480,NORAND AVE,G00012052,NORAND AVE,NULL,NULL,19,37,20,40,16110,Morse geo
485,SANDFORD,G00008194,SANDFORD,NULL,NULL,133,179,132,176,4021,Morse geo
485,SANDFORD,G00030870,SANDFORD,NULL,NULL,181,241,178,236,17219,Morse geo
486,WALWORTH,G00007676,WALWORTH,NULL,NULL,187,239,194,238,3788,Morse geo
487,LAFAYETTE AVE,G00029352,LAFAYETTE AVE,NULL,NULL,487,573,498,586,14368,Morse geo
488,VERNON AVE,G00019507,VERNON AVE,NULL,NULL,1,71,2,72,9626,Morse geo
489,PULASKI,G00014307,PULASKI,NULL,NULL,1,73,2,74,7086,Morse geo
490,NORAND AVE,G00023676,NORAND AVE,NULL,NULL,243,259,276,290,11629,Morse geo
490,NORAND AVE,G00032843,NORAND AVE,NULL,NULL,227,241,260,274,16054,Morse geo
491,THROOP AVE,G00017007,THROOP AVE,NULL,NULL,345,361,370,388,8404,Morse geo
491,THROOP AVE,G00023644,THROOP AVE,NULL,NULL,325,343,350,368,11615,Morse geo
492,TOMPKINS AVE,G00004445,TOMPKINS AVE,NULL,NULL,171,185,162,178,2221,Morse geo
492,TOMPKINS AVE,G00011442,TOMPKINS AVE,NULL,NULL,151,169,148,160,5643,Morse geo
492,TOMPKINS AVE,G00013856,TOMPKINS AVE,NULL,NULL,189,207,184,194,6855,Morse geo
493,TOMPKINS AVE,G00004445,TOMPKINS AVE,NULL,NULL,171,185,162,178,2221,Morse geo
493,TOMPKINS AVE,G00011442,TOMPKINS AVE,NULL,NULL,151,169,148,160,5643,Morse geo
493,TOMPKINS AVE,G00013856,TOMPKINS AVE,NULL,NULL,189,207,184,194,6855,Morse geo
494,VERNON AVE,G00022141,VERNON AVE,NULL,NULL,147,209,146,210,10915,Morse geo
494,VERNON AVE,G00023934,VERNON AVE,NULL,NULL,73,145,76,144,11753,Morse geo
495,VERNON AVE,G00023934,VERNON AVE,NULL,NULL,73,145,76,144,11753,Morse geo
496,TOMPKINS AVE,G00010761,TOMPKINS AVE,NULL,NULL,73,91,72,86,5300,Morse geo
496,TOMPKINS AVE,G00029033,TOMPKINS AVE,NULL,NULL,93,105,88,104,14208,Morse geo
498,TOMPKINS AVE,G00003136,TOMPKINS AVE,NULL,NULL,53,71,54,70,1571,Morse geo
500,THROOP AVE,G00000770,THROOP AVE,NULL,NULL,147,163,162,178,397,Morse geo
500,THROOP AVE,G00013752,THROOP AVE,NULL,NULL,165,183,180,194,6797,Morse geo
501,TOMPKINS AVE,G00011654,TOMPKINS AVE,NULL,NULL,19,35,22,34,5741,Morse geo
502,TOMPKINS AVE,G00020813,TOMPKINS AVE,NULL,NULL,1,17,2,16,10262,Morse geo
503,THROOP AVE,G00023914,THROOP AVE,NULL,NULL,131,145,142,160,11745,Morse geo
505,THROOP AVE,G00000770,THROOP AVE,NULL,NULL,147,163,162,178,397,Morse geo
506,THROOP AVE,G00013752,THROOP AVE,NULL,NULL,165,183,180,194,6797,Morse geo
507,THROOP AVE,G00011062,THROOP AVE,NULL,NULL,201,215,212,226,5453,Morse geo
507,THROOP AVE,G00011884,THROOP AVE,NULL,NULL,185,199,196,210,17451,Morse geo
508,OCKTON,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
510,VERNON AVE,G00030489,VERNON AVE,NULL,NULL,211,271,212,272,14927,Morse geo
511,WILLOUGHBY AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
513,VERNON AVE,G00030489,VERNON AVE,NULL,NULL,211,271,212,272,14927,Morse geo
514,THROOP AVE,G00015374,THROOP AVE,NULL,NULL,305,323,328,348,7614,Morse geo
514,THROOP AVE,G00021494,THROOP AVE,NULL,NULL,283,305,306,326,10612,Morse geo
515,SUMNER AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
516,SUMNER AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
517,OCKTON,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
518,PULASKI,G00011716,PULASKI,NULL,NULL,409,473,422,482,5770,Morse geo
518,PULASKI,G00019110,PULASKI,NULL,NULL,357,407,358,420,9431,Morse geo
519,UYVESANT AVE,G00004633,UYVESANT AVE,NULL,NULL,75,89,78,92,2317,Morse geo
519,UYVESANT AVE,G00012254,UYVESANT AVE,NULL,NULL,59,73,62,76,6023,Morse geo
520,REID AVE,G00004301,MALCOLM X BLVD,REID AVE,NULL,23,37,18,36,2147,Morse geo
520,REID AVE,G00015987,MALCOLM X BLVD,REID AVE,NULL,3,21,10,16,7912,Morse geo
521,REID AVE,G00016525,MALCOLM X BLVD,REID AVE,NULL,39,53,38,52,8179,Morse geo
522,PATCHEN AVE,G00011720,PATCHEN AVE,NULL,NULL,NA,NA,2,2,5772,Morse geo
523,15,G00031390,15,NULL,NULL,1,21,2,16,18066,Morse geo
524,4 AVE,G00024661,4 AVE,NULL,NULL,NA,NA,570,586,12126,Morse geo
524,4 AVE,G00027962,4 AVE,NULL,NULL,561,583,NA,NA,13699,Morse geo
525,3 AVE,G00025956,3 AVE,NULL,NULL,547,567,552,570,12753,Morse geo
525,3 AVE,G00025968,3 AVE,NULL,NULL,569,589,572,590,12760,Morse geo
526,3 AVE,G00020091,3 AVE,NULL,NULL,529,545,538,550,9916,Morse geo
526,3 AVE,G00004459,3 AVE,NULL,NULL,515,527,520,536,2229,Morse geo
527,2 AVE,G00025857,2 AVE,NULL,NULL,149,165,158,174,12700,Morse geo
527,2 AVE,G00027712,2 AVE,NULL,NULL,129,147,138,156,13576,Morse geo
528,3 AVE,G00016445,3 AVE,NULL,NULL,473,483,478,498,8135,Morse geo
529,9,G00005565,9,NULL,NULL,127,183,128,190,2782,Morse geo
529,9,G00006490,9,NULL,NULL,NA,NA,NA,NA,3237,Morse geo
529,9,G00027328,9,NULL,NULL,185,239,192,254,13401,Morse geo
530,8,G00006954,8,NULL,NULL,155,209,156,210,3470,Morse geo
530,8,G00023109,8,NULL,NULL,NA,NA,NA,NA,11369,Morse geo
530,8,G00026807,8,NULL,NULL,93,153,92,154,13164,Morse geo
531,7,G00020630,7,NULL,NULL,209,263,198,252,10176,Morse geo
531,7,G00024642,7,NULL,NULL,135,207,134,196,12117,Morse geo
531,7,G00031715,7,NULL,NULL,NA,NA,NA,NA,15523,Morse geo
532,UNION,G00002702,UNION,NULL,NULL,735,793,696,752,1343,Morse geo
532,UNION,G00025062,UNION,NULL,NULL,665,733,626,694,12310,Morse geo
533,CARROLL,G00014689,CARROLL,NULL,NULL,609,671,636,688,7282,Morse geo
535,GARFIELD PL,G00003872,GARFIELD PL,NULL,NULL,7,69,10,66,1938,Morse geo
535,GARFIELD PL,G00029312,GARFIELD PL,NULL,NULL,NA,NA,NA,NA,14347,Morse geo
536,6 AVE,G00029015,6 AVE,NULL,NULL,287,305,278,296,14202,Morse geo
537,6 AVE,G00001522,6 AVE,NULL,NULL,307,319,298,322,778,Morse geo
537,6 AVE,G00027433,6 AVE,NULL,NULL,321,NA,NA,NA,13450,Morse geo
538,5,G00003894,5,NULL,NULL,NA,NA,270,332,1948,Morse geo
538,5,G00010816,5,NULL,NULL,339,393,346,402,5331,Morse geo
539,6 AVE,G00014059,6 AVE,NULL,NULL,365,385,358,376,6966,Morse geo
540,7,G00023632,7,NULL,NULL,339,397,338,388,11606,Morse geo
540,7,G00018039,7,NULL,NULL,265,337,254,336,8912,Morse geo
541,7 AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
542,5 AVE,G00023267,5 AVE,NULL,NULL,448,460,447,459,11438,Morse geo
542,5 AVE,G00016529,5 AVE,NULL,NULL,461,475,462,478,8181,Morse geo
543,5 AVE,G00016529,5 AVE,NULL,NULL,461,475,462,478,8181,Morse geo
543,5 AVE,G00019993,5 AVE,NULL,NULL,477,495,480,498,9864,Morse geo
543,5 AVE,G00025104,5 AVE,NULL,NULL,497,513,500,516,12326,Morse geo
544,5 AVE,G00019993,5 AVE,NULL,NULL,477,495,480,498,9864,Morse geo
544,5 AVE,G00025104,5 AVE,NULL,NULL,497,513,500,516,12326,Morse geo
545,5 AVE,G00006152,5 AVE,NULL,NULL,515,533,518,532,3078,Morse geo
545,5 AVE,G00001334,5 AVE,NULL,NULL,535,555,534,550,677,Morse geo
546,5 AVE,G00017063,5 AVE,NULL,NULL,557,575,552,570,8434,Morse geo
546,5 AVE,G00001334,5 AVE,NULL,NULL,535,555,534,550,677,Morse geo
547,PROSPECT AVE,G00000625,PROSPECT AVE,PROSPECT AVE,NULL,241,301,236,302,320,Morse geo
547,PROSPECT AVE,G00008174,PROSPECT AVE,NULL,NULL,181,239,176,234,4014,Morse geo
547,PROSPECT AVE,G00030752,PROSPECT AVE,NULL,NULL,NA,NA,NA,NA,15050,Morse geo
548,7 AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
549,7 AVE,G00007848,7 AVE,NULL,NULL,NA,NA,558,572,3868,Morse geo
550,7 AVE,G00018934,7 AVE,NULL,NULL,537,547,538,554,9351,Morse geo
550,7 AVE,G00007848,7 AVE,NULL,NULL,NA,NA,558,572,3868,Morse geo
551,8 AVE,G00001859,8 AVE,NULL,NULL,1701,1723,1702,1730,948,Morse geo
552,8 AVE,G00007795,8 AVE,NULL,NULL,NA,NA,NA,NA,3846,Morse geo
553,WILSON,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
554,JACKSON PL,G00031892,JACKSON PL,NULL,NULL,1,NA,2,40,15613,Morse geo
555,7 AVE,G00006970,7 AVE,NULL,NULL,407,427,408,422,3479,Morse geo
555,7 AVE,G00007101,7 AVE,NULL,NULL,441,455,444,462,3526,Morse geo
555,7 AVE,G00023850,7 AVE,NULL,NULL,423,437,424,440,11714,Morse geo
556,7 AVE,G00006970,7 AVE,NULL,NULL,407,427,408,422,3479,Morse geo
556,7 AVE,G00023850,7 AVE,NULL,NULL,423,437,424,440,11714,Morse geo
557,7 AVE,G00003609,7 AVE,NULL,NULL,NA,NA,396,406,1808,Morse geo
557,7 AVE,G00010361,7 AVE,NULL,NULL,371,389,370,390,5100,Morse geo
558,7 AVE,G00003609,7 AVE,NULL,NULL,NA,NA,396,406,1808,Morse geo
558,7 AVE,G00010115,7 AVE,NULL,NULL,349,367,350,368,4977,Morse geo
558,7 AVE,G00010361,7 AVE,NULL,NULL,371,389,370,390,5100,Morse geo
559,8 AVE,G00015831,8 AVE,NULL,NULL,901,921,902,922,7832,Morse geo
560,9,G00010698,9,NULL,NULL,385,435,374,444,5275,Morse geo
560,9,G00020589,9,NULL,NULL,439,497,444,514,10161,Morse geo
561,8 AVE,G00005143,8 AVE,NULL,NULL,701,723,702,724,2580,Morse geo
562,7 AVE,G00004702,7 AVE,NULL,NULL,249,267,254,270,2355,Morse geo
562,7 AVE,G00022747,7 AVE,NULL,NULL,269,287,272,292,11205,Morse geo
563,7 AVE,G00003112,7 AVE,NULL,NULL,207,225,212,232,1559,Morse geo
563,7 AVE,G00011497,7 AVE,NULL,NULL,227,247,234,252,5674,Morse geo
564,5,G00013698,5,NULL,NULL,475,527,484,536,6770,Morse geo
565,7 AVE,G00022835,7 AVE,NULL,NULL,189,205,194,210,11248,Morse geo
565,7 AVE,G00028324,7 AVE,NULL,NULL,173,187,172,192,13862,Morse geo
566,GARFIELD PL,G00003425,GARFIELD PL,NULL,NULL,215,229,204,224,1723,Morse geo
566,GARFIELD PL,G00004025,GARFIELD PL,NULL,NULL,231,249,226,250,2010,Morse geo
566,GARFIELD PL,G00005029,GARFIELD PL,NULL,NULL,151,203,144,200,2518,Morse geo
566,GARFIELD PL,G00028444,GARFIELD PL,NULL,NULL,253,261,252,264,13925,Morse geo
567,FISKE PL,G00029736,FISKE PL,NULL,NULL,11,23,12,24,14563,Morse geo
568,PRESIDENT,G00005112,PRESIDENT,NULL,NULL,739,815,750,810,2560,Morse geo
568,PRESIDENT,G00030920,PRESIDENT,NULL,NULL,823,881,820,878,15134,Morse geo
569,6,G00006895,6,NULL,NULL,567,609,570,626,3440,Morse geo
570,8,G00032929,8,NULL,NULL,499,571,480,550,16093,Morse geo
572,8 AVE,G00007394,8 AVE,NULL,NULL,NA,NA,1302,1324,3665,Morse geo
572,8 AVE,G00009987,8 AVE,NULL,NULL,1409,1411,1408,1410,4900,Morse geo
572,8 AVE,G00020175,8 AVE,NULL,NULL,1201,1215,1202,1224,9964,Morse geo
573,16,G00000908,16,NULL,NULL,535,587,506,558,466,Morse geo
573,16,G00006525,16,NULL,NULL,467,525,442,494,3257,Morse geo
573,16,G00007465,16,NULL,NULL,589,621,596,630,3695,Morse geo
573,16,G00014033,16,NULL,NULL,411,451,370,430,6948,Morse geo
574,PROSPECT PARK W,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
575,PROSPECT PARK W,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
576,18,G00015439,18,NULL,NULL,569,627,558,616,7653,Morse geo
576,18,G00024715,18,NULL,NULL,629,637,618,624,12150,Morse geo
576,18,G00012208,18,NULL,NULL,443,501,436,494,5997,Morse geo
576,18,G00025771,18,NULL,NULL,503,567,496,556,12659,Morse geo
577,NORAND AVE,G00002574,NORAND AVE,NULL,NULL,281,295,312,330,1275,Morse geo
577,NORAND AVE,G00023190,NORAND AVE,NULL,NULL,261,279,292,310,11405,Morse geo
578,QUINCY,G00031487,QUINCY,NULL,NULL,165,249,170,258,15422,Morse geo
579,QUINCY,G00031487,QUINCY,NULL,NULL,165,249,170,258,15422,Morse geo
580,NORAND AVE,G00002574,NORAND AVE,NULL,NULL,281,295,312,330,1275,Morse geo
580,NORAND AVE,G00023190,NORAND AVE,NULL,NULL,261,279,292,310,11405,Morse geo
581,QUINCY,G00009712,QUINCY,NULL,NULL,251,325,260,336,4764,Morse geo
582,QUINCY,G00009712,QUINCY,NULL,NULL,251,325,260,336,4764,Morse geo
583,THROOP AVE,G00004377,THROOP AVE,NULL,NULL,383,395,408,420,2190,Morse geo
583,THROOP AVE,G00006858,THROOP AVE,NULL,NULL,363,381,390,406,3422,Morse geo
583,THROOP AVE,G00019310,THROOP AVE,NULL,NULL,397,413,422,442,9522,Morse geo
584,TOMPKINS AVE,G00003195,TOMPKINS AVE,NULL,NULL,303,317,302,316,1602,Morse geo
584,TOMPKINS AVE,G00018177,TOMPKINS AVE,NULL,NULL,281,301,282,300,8980,Morse geo
585,THROOP AVE,G00001401,THROOP AVE,NULL,NULL,417,433,444,460,717,Morse geo
585,THROOP AVE,G00027919,THROOP AVE,NULL,NULL,455,467,482,498,13677,Morse geo
585,THROOP AVE,G00031163,THROOP AVE,NULL,NULL,435,453,462,480,15254,Morse geo
586,THROOP AVE,G00030488,THROOP AVE,NULL,NULL,469,483,500,514,14926,Morse geo
587,THROOP AVE,G00004377,THROOP AVE,NULL,NULL,383,395,408,420,2190,Morse geo
587,THROOP AVE,G00006858,THROOP AVE,NULL,NULL,363,381,390,406,3422,Morse geo
587,THROOP AVE,G00019310,THROOP AVE,NULL,NULL,397,413,422,442,9522,Morse geo
588,SUMNER AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
589,THROOP AVE,G00001401,THROOP AVE,NULL,NULL,417,433,444,460,717,Morse geo
590,SUMNER AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
591,SUMNER AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
592,PUTNAM AVE,G00020553,PUTNAM AVE,NULL,NULL,571,645,570,652,10143,Morse geo
593,UYVESANT AVE,G00015925,UYVESANT AVE,NULL,NULL,105,119,112,128,7878,Morse geo
593,UYVESANT AVE,G00003354,UYVESANT AVE,NULL,NULL,121,137,130,146,1680,Morse geo
594,UYVESANT AVE,G00003354,UYVESANT AVE,NULL,NULL,121,137,130,146,1680,Morse geo
594,UYVESANT AVE,G00010230,UYVESANT AVE,NULL,NULL,139,157,148,168,5032,Morse geo
594,UYVESANT AVE,G00016989,UYVESANT AVE,NULL,NULL,159,NA,170,NA,8389,Morse geo
595,UYVESANT AVE,G00010230,UYVESANT AVE,NULL,NULL,139,157,148,168,5032,Morse geo
595,UYVESANT AVE,G00016989,UYVESANT AVE,NULL,NULL,159,NA,170,NA,8389,Morse geo
596,UYVESANT AVE,G00026607,UYVESANT AVE,NULL,NULL,175,189,186,202,13065,Morse geo
597,PUTNAM AVE,G00020733,PUTNAM AVE,NULL,NULL,647,721,654,728,10226,Morse geo
598,REID AVE,G00004425,MALCOLM X BLVD,REID AVE,NULL,161,177,166,182,2210,Morse geo
598,REID AVE,G00015460,MALCOLM X BLVD,REID AVE,NULL,179,195,184,204,7664,Morse geo
598,REID AVE,G00031853,MALCOLM X BLVD,REID AVE,NULL,141,159,156,168,15590,Morse geo
599,PUTNAM AVE,G00008739,PUTNAM AVE,NULL,NULL,213,293,190,262,4294,Morse geo
600,PUTNAM AVE,G00008739,PUTNAM AVE,NULL,NULL,213,293,190,262,4294,Morse geo
601,HANCOCK,G00012313,HANCOCK,NULL,NULL,55,147,54,146,6054,Morse geo
602,NORAND AVE,G00008850,NORAND AVE,NULL,NULL,369,381,406,422,4346,Morse geo
602,NORAND AVE,G00012247,NORAND AVE,NULL,NULL,383,399,424,438,6016,Morse geo
602,NORAND AVE,G00014247,NORAND AVE,NULL,NULL,399,417,440,458,7051,Morse geo
603,MACON,G00009353,MACON,NULL,NULL,89,119,88,112,4590,Morse geo
603,MACON,G00011455,MACON,NULL,NULL,35,87,36,86,5648,Morse geo
604,FRANKLIN AVE,G00005297,FRANKLIN AVE,NULL,NULL,547,565,542,562,2647,Morse geo
604,FRANKLIN AVE,G00011311,FRANKLIN AVE,NULL,NULL,NA,NA,NA,NA,5579,Morse geo
605,HERKIMER CT,G00006373,HERKIMER CT,NULL,NULL,1,21,2,22,3175,Morse geo
606,MARCY AVE,G00010179,MARCY AVE,NULL,NULL,891,907,894,912,5006,Morse geo
606,MARCY AVE,G00017634,MARCY AVE,NULL,NULL,871,889,874,892,8708,Morse geo
606,MARCY AVE,G00018080,MARCY AVE,NULL,NULL,833,849,832,850,8935,Morse geo
606,MARCY AVE,G00021922,MARCY AVE,NULL,NULL,851,869,852,872,10823,Morse geo
607,PUTNAM AVE,G00007821,PUTNAM AVE,NULL,NULL,423,495,430,502,3858,Morse geo
608,MARCY AVE,G00007561,MARCY AVE,NULL,NULL,909,927,914,932,3731,Morse geo
608,MARCY AVE,G00007936,MARCY AVE,NULL,NULL,951,957,952,968,3909,Morse geo
608,MARCY AVE,G00021907,MARCY AVE,NULL,NULL,929,947,934,950,10815,Morse geo
609,MACON,G00012228,MACON,NULL,NULL,197,265,186,246,6007,Morse geo
610,PUTNAM AVE,G00015686,PUTNAM AVE,NULL,NULL,497,569,504,568,7756,Morse geo
610,PUTNAM AVE,G00020553,PUTNAM AVE,NULL,NULL,571,645,570,652,10143,Morse geo
611,MACON,G00023813,MACON,NULL,NULL,341,411,322,390,11694,Morse geo
611,MACON,G00032535,MACON,NULL,NULL,267,339,248,320,15921,Morse geo
612,MACON,G00032535,MACON,NULL,NULL,267,339,248,320,15921,Morse geo
613,LEWIS AVE,G00001385,LEWIS AVE,NULL,NULL,373,391,374,392,707,Morse geo
613,LEWIS AVE,G00015596,LEWIS AVE,NULL,NULL,393,411,394,412,7712,Morse geo
613,LEWIS AVE,G00027618,LEWIS AVE,NULL,NULL,413,427,416,430,13526,Morse geo
613,LEWIS AVE,G00026970,LEWIS AVE,NULL,NULL,447,449,NA,NA,17464,Morse geo
613,LEWIS AVE,G00026970,LEWIS AVE,NULL,NULL,429,445,432,450,17466,Morse geo
614,FULTON,G00001136,FULTON,NULL,NULL,1436,1447,1422,1436,584,Morse geo
614,FULTON,G00004917,FULTON,NULL,NULL,1449,1501,1438,1490,2468,Morse geo
614,FULTON,G00019858,FULTON,NULL,NULL,1503,1521,1492,1514,9800,Morse geo
614,FULTON,G00021795,FULTON,NULL,NULL,1523,1561,1514,1558,10755,Morse geo
615,HERKIMER,G00015383,HERKIMER,NULL,NULL,457,529,456,523,17457,Morse geo
615,HERKIMER,G00028949,HERKIMER,NULL,NULL,535,609,534,616,14177,Morse geo
616,TROY AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
617,REID AVE,G00020572,MALCOLM X BLVD,REID AVE,NULL,217,231,222,238,10155,Morse geo
617,REID AVE,G00026312,MALCOLM X BLVD,REID AVE,NULL,197,215,206,220,12919,Morse geo
618,REID AVE,G00016353,MALCOLM X BLVD,REID AVE,NULL,249,263,262,276,8087,Morse geo
618,REID AVE,G00022933,MALCOLM X BLVD,REID AVE,NULL,233,247,240,260,11287,Morse geo
619,LEWIS AVE,G00001385,LEWIS AVE,NULL,NULL,373,391,374,392,707,Morse geo
619,LEWIS AVE,G00015596,LEWIS AVE,NULL,NULL,393,411,394,412,7712,Morse geo
619,LEWIS AVE,G00027618,LEWIS AVE,NULL,NULL,413,427,416,430,13526,Morse geo
619,LEWIS AVE,G00026970,LEWIS AVE,NULL,NULL,447,449,NA,NA,17464,Morse geo
619,LEWIS AVE,G00026970,LEWIS AVE,NULL,NULL,429,445,432,450,17466,Morse geo
620,MACDONOUGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
621,FRANKLIN AVE,G00004043,FRANKLIN AVE,NULL,NULL,567,589,564,582,2019,Morse geo
621,FRANKLIN AVE,G00006636,FRANKLIN AVE,NULL,NULL,591,607,584,606,3311,Morse geo
621,FRANKLIN AVE,G00009441,FRANKLIN AVE,NULL,NULL,609,631,NA,NA,4628,Morse geo
621,FRANKLIN AVE,G00013451,FRANKLIN AVE,NULL,NULL,633,659,630,652,6640,Morse geo
622,ROGERS AVE,G00005425,ROGERS AVE,NULL,NULL,69,93,42,66,2716,Morse geo
622,ROGERS AVE,G00026384,ROGERS AVE,NULL,NULL,95,115,68,96,12954,Morse geo
623,GRANT SQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
624,NORAND AVE,G00019203,NORAND AVE,NULL,NULL,615,635,656,680,9473,Morse geo
624,NORAND AVE,G00000599,NORAND AVE,NULL,NULL,553,573,584,610,303,Morse geo
624,NORAND AVE,G00000700,NORAND AVE,NULL,NULL,593,613,630,646,363,Morse geo
624,NORAND AVE,G00019031,NORAND AVE,NULL,NULL,575,591,612,628,9387,Morse geo
624,NORAND AVE,G00019938,NORAND AVE,NULL,NULL,NA,NA,NA,NA,9839,Morse geo
625,KINGON AVE,G00003842,KINGON AVE,NULL,NULL,NA,NA,NA,NA,1926,Morse geo
625,KINGON AVE,G00031259,KINGON AVE,NULL,NULL,59,77,64,74,15307,Morse geo
626,PACIFIC,G00032924,PACIFIC,NULL,NULL,1435,1503,1394,1458,16091,Morse geo
627,DEAN,G00001469,DEAN,NULL,NULL,1421,1429,NA,NA,753,Morse geo
627,DEAN,G00013402,DEAN,NULL,NULL,1431,1483,1440,1490,6623,Morse geo
628,PACIFIC,G00020362,PACIFIC,NULL,NULL,1577,1647,1532,1602,10048,Morse geo
629,TROY AVE,G00002400,TROY AVE,NULL,NULL,53,73,60,76,1211,Morse geo
629,TROY AVE,G00013278,TROY AVE,NULL,NULL,NA,NA,NA,NA,6562,Morse geo
629,TROY AVE,G00014518,TROY AVE,NULL,NULL,75,97,78,102,7186,Morse geo
630,TROY AVE,G00020419,TROY AVE,NULL,NULL,99,117,104,122,10076,Morse geo
631,UTICA AVE,G00025377,UTICA AVE,NULL,NULL,111,135,114,138,12466,Morse geo
632,UTICA AVE,G00018745,UTICA AVE,NULL,NULL,71,89,72,88,9265,Morse geo
632,UTICA AVE,G00029578,UTICA AVE,NULL,NULL,55,69,58,70,14482,Morse geo
632,UTICA AVE,NULL,NULL,UTICA AVE,NULL,NA,NA,NA,NA,17467,Morse geo
633,ROCHEER AVE,G00006920,ROCHEER AVE,NULL,NULL,NA,NA,NA,NA,3455,Morse geo
633,ROCHEER AVE,G00018583,ROCHEER AVE,NULL,NULL,75,97,76,100,9189,Morse geo
633,ROCHEER AVE,G00030666,ROCHEER AVE,NULL,NULL,57,73,58,74,15007,Morse geo
634,UTICA AVE,G00015548,UTICA AVE,NULL,NULL,91,109,90,112,7697,Morse geo
634,UTICA AVE,G00025377,UTICA AVE,NULL,NULL,111,135,114,138,12466,Morse geo
635,MARKS AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
636,PACIFIC,G00019559,PACIFIC,NULL,NULL,1929,1997,1882,1940,9645,Morse geo
636,PACIFIC,G00018351,PACIFIC,NULL,NULL,2005,2063,1960,2016,9083,Morse geo
637,MARKS AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
638,PACIFIC,G00018351,PACIFIC,NULL,NULL,2005,2063,1960,2016,9083,Morse geo
639,PACIFIC,G00012406,PACIFIC,NULL,NULL,2063,2117,2016,2072,6098,Morse geo
640,PACIFIC,G00019292,PACIFIC,NULL,NULL,2123,2189,2076,2146,16928,Morse geo
641,HOPKINSON AVE,G00008825,THOMAS BOYLAND,HOPKINSON AVE,NULL,275,295,274,294,4333,Morse geo
641,HOPKINSON AVE,G00009340,THOMAS BOYLAND,HOPKINSON AVE,NULL,297,323,298,320,4585,Morse geo
641,HOPKINSON AVE,G00025255,THOMAS BOYLAND,HOPKINSON AVE,NULL,251,273,250,272,12402,Morse geo
