ED,Name,OBJECTID,GlobalID,JoinID,State,City,Boro,FULL_STREE,y1910Valid,y1910_gcheck,y1910DirStreet,y1910NameStreet,y1910Left_Low,y1910Left_High,y1910Right_Low,y1910Right_High,y1910Issue,y1910ParityLeft,y1910ParityRight,y1910Unopened,y1910NameALT,JoinID_1910,Shape__Length,CreationDate,Creator,EditDate,Editor,Shape__Length_2,CreationDate_1,Creator_1,EditDate_1,Editor_1,Issue_General,source
1171,PARK AVE,3675,{00000000-0000-0000-0000-000000000000},G00003507,NY,NEW YORK,MANHATTAN,PARK AVE,1,1,NA,NA,22,38,NA,NA,NA,NA,NA,NA,NA,G00003507,255.0468803734,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,255.046869139193,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:33:20,HNYC_COLUMBIA,NA,Morse geo
1171,PARK AVE,3888,{00000000-0000-0000-0000-000000000000},G00003729,NY,NEW YORK,MANHATTAN,PARK AVE,1,1,NA,NA,102,116,NA,NA,NA,NA,NA,NA,NA,G00003729,255.428072932451,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/12/2019 19:46:02,AMV2173_COLUMBIA,255.428061693928,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:34:02,HNYC_COLUMBIA,NA,Morse geo
1171,PARK AVE,5214,{00000000-0000-0000-0000-000000000000},G00005091,NY,NEW YORK,MANHATTAN,PARK AVE,1,1,NA,NA,118,136,NA,NA,NA,NA,NA,NA,NA,G00005091,276.276877418434,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/12/2019 19:46:22,AMV2173_COLUMBIA,276.276865252212,7/22/2019 17:22:53,HNYC_COLUMBIA,3/15/2020 15:36:21,EMC2199_COLUMBIA,NA,Morse geo
1171,PARK AVE,5267,{00000000-0000-0000-0000-000000000000},G00005146,NY,NEW YORK,MANHATTAN,PARK AVE,1,1,NA,NA,82,98,NA,NA,NA,NA,NA,NA,NA,G00005146,259.027943580021,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/12/2019 19:45:37,AMV2173_COLUMBIA,259.027932180832,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:39:12,HNYC_COLUMBIA,NA,Morse geo
1171,PARK AVE,5754,{00000000-0000-0000-0000-000000000000},G00005642,NY,NEW YORK,MANHATTAN,PARK AVE,1,1,NA,NA,40,48,NA,NA,NA,NA,NA,NA,NA,G00005642,258.422609059341,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,258.422597683049,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:40:52,HNYC_COLUMBIA,NA,Morse geo
1322,PAULISTS FATHERS CHURCH ANDAMP; SCHOOL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
1368,N RIVER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
1387,W END AVE,6229,{00000000-0000-0000-0000-000000000000},G00006131,NY,NEW YORK,MANHATTAN,W END AVE,1,1,NA,NA,281,299,280,298,NA,NA,NA,NA,NA,G00006131,264.824951732528,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/22/2019 18:47:27,AMV2173_COLUMBIA,264.824940071852,7/22/2019 17:22:53,HNYC_COLUMBIA,3/20/2020 14:35:16,MSL2215_COLUMBIA,NA,Morse geo
1390,W END AVE,6507,{00000000-0000-0000-0000-000000000000},G00006415,NY,NEW YORK,MANHATTAN,W END AVE,1,1,NA,NA,441,451,440,450,NA,NA,NA,NA,NA,G00006415,264.418374476018,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/22/2019 18:40:39,AMV2173_COLUMBIA,264.418650400586,7/22/2019 17:22:53,HNYC_COLUMBIA,3/20/2020 14:39:14,MSL2215_COLUMBIA,NA,Morse geo
1742,RIVERSIDE DR,1420,{00000000-0000-0000-0000-000000000000},G00001188,NY,NEW YORK,MANHATTAN,RIVERSIDE DR,1,1,NA,NA,NA,NA,780,788,NA,NA,NA,NA,NA,G00001188,466.588296357011,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/16/2019 23:57:34,AMV2173_COLUMBIA,466.588275820449,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:26:10,HNYC_COLUMBIA,NA,Morse geo
1742,RIVERSIDE DR,2780,{00000000-0000-0000-0000-000000000000},G00002588,NY,NEW YORK,MANHATTAN,RIVERSIDE DR,1,1,NA,NA,NA,NA,790,798,NA,NA,NA,NA,NA,G00002588,127.28523468438,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/17/2019 0:03:15,AMV2173_COLUMBIA,127.285229077664,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:30:27,HNYC_COLUMBIA,NA,Morse geo
1742,RIVERSIDE DR,3874,{00000000-0000-0000-0000-000000000000},G00003714,NY,NEW YORK,MANHATTAN,RIVERSIDE DR,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,G00003714,618.5427694965,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/16/2019 23:57:36,AMV2173_COLUMBIA,618.542742283024,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:34:00,HNYC_COLUMBIA,NA,Morse geo
1742,RIVERSIDE DR,6173,{00000000-0000-0000-0000-000000000000},G00006074,NY,NEW YORK,MANHATTAN,RIVERSIDE DR,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,G00006074,188.077429705115,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/16/2019 23:57:38,AMV2173_COLUMBIA,188.077421428513,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:42:15,HNYC_COLUMBIA,NA,Morse geo
1742,RIVERSIDE DR,6417,{00000000-0000-0000-0000-000000000000},G00006323,NY,NEW YORK,MANHATTAN,RIVERSIDE DR,1,1,NA,NA,801,811,800,810,NA,NA,NA,NA,NA,G00006323,403.142090408225,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/17/2019 0:03:21,AMV2173_COLUMBIA,403.142072657439,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:43:01,HNYC_COLUMBIA,NA,Morse geo
1,MOORE,6609,{00000000-0000-0000-0000-000000000000},G00006517,NY,NEW YORK,MANHATTAN,MOORE,1,1,NA,NA,21,37,20,38,NA,NA,NA,NA,NA,G00006517,261.189683257574,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,261.189671751359,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:43:35,HNYC_COLUMBIA,NA,Morse geo
1,MOORE,6612,{00000000-0000-0000-0000-000000000000},G00006520,NY,NEW YORK,MANHATTAN,MOORE,1,1,NA,NA,11,19,10,18,NA,NA,NA,NA,NA,G00006520,189.557718875606,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,189.55771052792,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:43:36,HNYC_COLUMBIA,NA,Morse geo
1,MOORE,6614,{00000000-0000-0000-0000-000000000000},G00006522,NY,NEW YORK,MANHATTAN,MOORE,1,1,NA,NA,1,9,2,8,NA,NA,NA,NA,NA,G00006522,152.238428032429,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,152.238421324514,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:43:36,HNYC_COLUMBIA,NA,Morse geo
4,W,6663,{00000000-0000-0000-0000-000000000000},G00006571,NY,NEW YORK,MANHATTAN,W,1,1,NA,NA,NA,NA,57,79,NA,NA,M,NA,NA,G00006571,363.76966029583,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,363.76964427282,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:43:45,HNYC_COLUMBIA,NA,Morse geo
4,W,6665,{00000000-0000-0000-0000-000000000000},G00006573,NY,NEW YORK,MANHATTAN,W,1,1,NA,NA,NA,NA,80,86,NA,NA,M,NA,NA,G00006573,159.36080882328,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,159.360801816802,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:43:45,HNYC_COLUMBIA,NA,Morse geo
5,W,4425,{00000000-0000-0000-0000-000000000000},G00004280,NY,NEW YORK,MANHATTAN,W,1,1,NA,NA,NA,NA,1,23,NA,NA,M,NA,NA,G00004280,563.072082701053,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,563.072057932306,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:35:51,HNYC_COLUMBIA,NA,Morse geo
5,W,6661,{00000000-0000-0000-0000-000000000000},G00006569,NY,NEW YORK,MANHATTAN,W,1,1,NA,NA,NA,NA,24,56,NA,NA,M,NA,NA,G00006569,705.701644598497,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,705.70161352879,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:43:45,HNYC_COLUMBIA,NA,Morse geo
7,NEW,4587,{00000000-0000-0000-0000-000000000000},G00004442,NY,NEW YORK,MANHATTAN,NEW,1,1,NA,NA,2,28,1,29,NA,NA,NA,NA,NA,G00004442,388.31578451261,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,388.315767419153,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:36:27,HNYC_COLUMBIA,NA,Morse geo
7,NEW,5473,{00000000-0000-0000-0000-000000000000},G00005357,NY,NEW YORK,MANHATTAN,NEW,1,1,NA,NA,30,72,31,85,NA,NA,NA,NA,NA,G00005357,601.910244753221,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,601.910218255749,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:39:56,HNYC_COLUMBIA,NA,Morse geo
8,STONE,267,{00000000-0000-0000-0000-000000000000},G00000001,NY,NEW YORK,MANHATTAN,STONE,1,1,NA,NA,63,71,62,68,NA,NA,NA,NA,NA,G00000001,122.538611453508,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,122.538606044477,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:22:21,HNYC_COLUMBIA,NA,Morse geo
8,STONE,2700,{00000000-0000-0000-0000-000000000000},G00002505,NY,NEW YORK,MANHATTAN,STONE,1,1,NA,NA,43,61,42,60,NA,NA,NA,NA,NA,G00002505,246.024945893405,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,246.025159904052,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:30:14,HNYC_COLUMBIA,NA,Morse geo
8,STONE,6605,{00000000-0000-0000-0000-000000000000},G00006513,NY,NEW YORK,MANHATTAN,NA,1,1,NA,STONE,25,41,22,40,NA,NA,NA,NA,NA,G00006513,242.31740396139801,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,242.31739328373,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:43:34,HNYC_COLUMBIA,NA,Morse geo
9,OLD SLIP,2426,{00000000-0000-0000-0000-000000000000},G00002224,NY,NEW YORK,MANHATTAN,OLD SLIP,1,1,NA,NA,NA,NA,17,29,NA,NA,NA,NA,NA,G00002224,225.631310389658,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,225.631300462476,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:29:25,HNYC_COLUMBIA,NA,Morse geo
9,OLD SLIP,4292,{00000000-0000-0000-0000-000000000000},G00004144,NY,NEW YORK,MANHATTAN,OLD SLIP,1,1,NA,NA,28,38,NA,NA,NA,NA,NA,NA,NA,G00004144,238.290802913716,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,238.290792430667,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:35:21,HNYC_COLUMBIA,NA,Morse geo
9,OLD SLIP,5642,{00000000-0000-0000-0000-000000000000},G00005528,NY,NEW YORK,MANHATTAN,OLD SLIP,1,1,NA,NA,16,26,NA,NA,NA,NA,NA,NA,NA,G00005528,226.059191848987,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,226.059181904608,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:40:31,HNYC_COLUMBIA,NA,Morse geo
9,OLD SLIP,6615,{00000000-0000-0000-0000-000000000000},G00006523,NY,NEW YORK,MANHATTAN,NA,1,1,NA,OLD SLIP,NA,NA,29,43,NA,NA,NA,NA,NA,G00006523,234.910111678813,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,234.910101339405,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:43:36,HNYC_COLUMBIA,NA,Morse geo
10,NASSAU,444,{00000000-0000-0000-0000-000000000000},G00000182,NY,NEW YORK,MANHATTAN,NASSAU,1,1,NA,NA,139,151,140,152,NA,NA,NA,NA,NA,G00000182,236.872898669084,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,236.872888238435,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:22:53,HNYC_COLUMBIA,NA,Morse geo
10,NASSAU,500,{00000000-0000-0000-0000-000000000000},G00000239,NY,NEW YORK,MANHATTAN,NASSAU,1,1,NA,NA,57,69,56,68,NA,NA,NA,NA,NA,G00000239,220.48741455066,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,220.487404858855,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:04,HNYC_COLUMBIA,NA,Morse geo
10,NASSAU,3085,{00000000-0000-0000-0000-000000000000},G00002900,NY,NEW YORK,MANHATTAN,NASSAU,1,1,NA,NA,93,101,94,102,NA,NA,NA,NA,NA,G00002900,165.845358183257,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,165.845350891899,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:31:24,HNYC_COLUMBIA,NA,Morse geo
10,NASSAU,6166,{00000000-0000-0000-0000-000000000000},G00006066,NY,NEW YORK,MANHATTAN,NASSAU,1,1,NA,NA,71,91,70,92,NA,NA,NA,NA,NA,G00006066,313.293488292617,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,313.293474499961,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:42:13,HNYC_COLUMBIA,NA,Morse geo
10,NASSAU,6213,{00000000-0000-0000-0000-000000000000},G00006115,NY,NEW YORK,MANHATTAN,NASSAU,1,1,NA,NA,41,55,42,54,NA,NA,NA,NA,NA,G00006115,205.584656818694,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,205.584647757797,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:42:22,HNYC_COLUMBIA,NA,Morse geo
10,NASSAU,6342,{00000000-0000-0000-0000-000000000000},G00006248,NY,NEW YORK,MANHATTAN,NASSAU,1,1,NA,NA,103,137,104,138,NA,NA,NA,NA,NA,G00006248,343.525023838613,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,343.525008703656,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:42:47,HNYC_COLUMBIA,NA,Morse geo
11,GOLD,268,{00000000-0000-0000-0000-000000000000},G00000002,NY,NEW YORK,MANHATTAN,GOLD,1,1,NA,NA,19,25,20,24,NA,NA,NA,NA,NA,G00000002,159.149483046298,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,159.149476026794,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:22:22,HNYC_COLUMBIA,NA,Morse geo
11,GOLD,748,{00000000-0000-0000-0000-000000000000},G00000497,NY,NEW YORK,MANHATTAN,GOLD,1,1,NA,NA,1,17,2,18,NA,NA,NA,NA,NA,G00000497,292.039939943584,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,292.039927081215,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:47,HNYC_COLUMBIA,NA,Morse geo
11,GOLD,2332,{00000000-0000-0000-0000-000000000000},G00002127,NY,NEW YORK,MANHATTAN,GOLD,1,1,NA,NA,83,85,82,86,NA,NA,NA,NA,NA,G00002127,44.0626757895362,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,44.0626738402165,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:29:08,HNYC_COLUMBIA,NA,Morse geo
11,GOLD,2349,{00000000-0000-0000-0000-000000000000},G00002144,NY,NEW YORK,MANHATTAN,GOLD,1,1,NA,NA,27,33,26,36,NA,NA,NA,NA,NA,G00002144,215.698512458497,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,215.698502983025,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:29:11,HNYC_COLUMBIA,NA,Morse geo
11,GOLD,2709,{00000000-0000-0000-0000-000000000000},G00002515,NY,NEW YORK,MANHATTAN,GOLD,1,1,NA,NA,35,51,38,52,NA,NA,NA,NA,NA,G00002515,207.820541555996,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,207.820532385049,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:30:15,HNYC_COLUMBIA,NA,Morse geo
11,GOLD,3968,{00000000-0000-0000-0000-000000000000},G00003810,NY,NEW YORK,MANHATTAN,GOLD,1,1,NA,NA,53,59,54,60,NA,NA,NA,NA,NA,G00003810,157.701569741087,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,157.701562811601,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:34:17,HNYC_COLUMBIA,NA,Morse geo
11,GOLD,4242,{00000000-0000-0000-0000-000000000000},G00004094,NY,NEW YORK,MANHATTAN,GOLD,1,1,NA,NA,67,81,66,80,NA,NA,NA,NA,NA,G00004094,243.247685962551,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,243.247675249914,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:35:11,HNYC_COLUMBIA,NA,Morse geo
11,GOLD,5464,{00000000-0000-0000-0000-000000000000},G00005348,NY,NEW YORK,MANHATTAN,GOLD,1,1,NA,NA,61,65,62,64,NA,NA,NA,NA,NA,G00005348,123.661640206754,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,123.661634768791,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:39:54,HNYC_COLUMBIA,NA,Morse geo
12,MURRAY,4367,{00000000-0000-0000-0000-000000000000},G00004222,NY,NEW YORK,MANHATTAN,MURRAY,1,1,NA,NA,34,62,33,61,NA,NA,NA,NA,NA,G00004222,418.114599318796,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,418.114580916346,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:35:39,HNYC_COLUMBIA,NA,Morse geo
12,MURRAY,4406,{00000000-0000-0000-0000-000000000000},G00004261,NY,NEW YORK,MANHATTAN,MURRAY,1,1,NA,NA,2,32,1,31,NA,NA,NA,NA,NA,G00004261,520.96362282285,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,520.963599884267,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:35:47,HNYC_COLUMBIA,NA,Morse geo
13,MURRAY,2417,{00000000-0000-0000-0000-000000000000},G00002215,NY,NEW YORK,MANHATTAN,MURRAY,1,1,NA,NA,64,84,65,85,NA,NA,NA,NA,NA,G00002215,371.557136704141,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,371.557120355972,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:29:24,HNYC_COLUMBIA,NA,Morse geo
13,MURRAY,6721,{00000000-0000-0000-0000-000000000000},G00006632,NY,NEW YORK,MANHATTAN,MURRAY,1,1,NA,NA,88,94,87,95,NA,NA,NA,NA,NA,G00006632,231.950989745509,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,231.950979523269,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:43:55,HNYC_COLUMBIA,NA,Morse geo
13,MURRAY,6736,{00000000-0000-0000-0000-000000000000},G00006647,NY,NEW YORK,MANHATTAN,MURRAY,1,1,NA,NA,96,112,97,113,NA,NA,NA,NA,NA,G00006647,350.444047206032,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,350.444031772969,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:43:58,HNYC_COLUMBIA,NA,Morse geo
14,SPRUCE,2730,{00000000-0000-0000-0000-000000000000},G00002536,NY,NEW YORK,MANHATTAN,SPRUCE,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,G00002536,106.00579803092,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,106.005793366107,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:30:19,HNYC_COLUMBIA,NA,Morse geo
14,SPRUCE,3468,{00000000-0000-0000-0000-000000000000},G00003296,NY,NEW YORK,MANHATTAN,SPRUCE,1,1,NA,NA,23,43,24,44,NA,NA,NA,NA,NA,G00003296,356.583781557738,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,356.58376586274,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:32:37,HNYC_COLUMBIA,NA,Morse geo
14,SPRUCE,4887,{00000000-0000-0000-0000-000000000000},G00004754,NY,NEW YORK,MANHATTAN,SPRUCE,1,1,NA,NA,1,21,2,22,NA,NA,NA,NA,NA,G00004754,347.412361242443,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,347.412345941077,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:37:34,HNYC_COLUMBIA,NA,Morse geo
15,VANDEWATER,7043,{00000000-0000-0000-0000-000000000000},G00006956,NY,NEW YORK,MANHATTAN,NA,1,1,NA,VANDEWATER,1,45,2,42,NA,NA,NA,NA,NA,G00006956,650.674379502176,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/11/2019 4:17:33,AMV2173_COLUMBIA,650.674350860048,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:45:03,HNYC_COLUMBIA,NA,Morse geo
18,ROOSEVELT,7012,{00000000-0000-0000-0000-000000000000},G00006925,NY,NEW YORK,MANHATTAN,NA,1,1,NA,ROOSEVELT,NA,NA,133,137,NA,NA,NA,NA,NA,G00006925,153.206486487435,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,153.206479733002,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:44:56,HNYC_COLUMBIA,NA,Morse geo
18,ROOSEVELT,7022,{00000000-0000-0000-0000-000000000000},G00006935,NY,NEW YORK,MANHATTAN,NA,1,1,NA,ROOSEVELT,118,130,119,131,NA,NA,NA,NA,NA,G00006935,209.721617072841,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,209.721607838328,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:44:59,HNYC_COLUMBIA,NA,Morse geo
19,PEARL,7080,{00000000-0000-0000-0000-000000000000},G00006993,NY,NEW YORK,MANHATTAN,PEARL,1,1,NA,NA,429,447,422,450,NA,NA,NA,NA,NA,G00006993,323.394071172552,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,323.394056937818,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:45:11,HNYC_COLUMBIA,NA,Morse geo
19,PEARL,7081,{00000000-0000-0000-0000-000000000000},G00006994,NY,NEW YORK,MANHATTAN,PEARL,1,1,NA,NA,449,463,452,464,NA,NA,NA,NA,NA,G00006994,188.767422950757,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,188.767414633294,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:45:11,HNYC_COLUMBIA,NA,Morse geo
29,PIER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
30,READE,4867,{00000000-0000-0000-0000-000000000000},G00004734,NY,NEW YORK,MANHATTAN,READE,1,1,NA,NA,85,113,84,112,NA,NA,NA,NA,NA,G00004734,413.063429847212,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,413.063411677362,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:37:30,HNYC_COLUMBIA,NA,Morse geo
30,READE,6382,{00000000-0000-0000-0000-000000000000},G00006288,NY,NEW YORK,MANHATTAN,READE,1,1,NA,NA,57,83,56,82,NA,NA,NA,NA,NA,G00006288,535.10011648504,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,535.10009291796,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:42:54,HNYC_COLUMBIA,NA,Morse geo
32,WASHINGTON,6709,{00000000-0000-0000-0000-000000000000},G00006620,NY,NEW YORK,MANHATTAN,NA,1,1,NA,WASHINGTON,324,334,323,333,NA,NA,NA,NA,NA,G00006620,251.739698494919,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,251.739687401331,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:43:53,HNYC_COLUMBIA,NA,Morse geo
32,WASHINGTON,6711,{00000000-0000-0000-0000-000000000000},G00006622,NY,NEW YORK,MANHATTAN,NA,1,1,NA,WASHINGTON,336,348,335,347,NA,NA,NA,NA,NA,G00006622,235.542519853939,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,235.542509479173,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:43:53,HNYC_COLUMBIA,NA,Morse geo
